reviewID,reviewerID,restaurantID,date,rating,reviewUsefulCount,reviewContent,flagged,name,location,yelpJoinDate,friendCount,reviewCount,firstCount,usefulCount,coolCount,funnyCount,complimentCount,tipCount,fanCount,restaurantRating,mnr,rl,rd,Maximum Content Similarity
7CG3c6_KoujWnsrpY0EDsw,kLZEM3TlVUuxD253ko7FYA,IvdOI86_CSCRFpid2atnyA,5/26/2012,4,0,italian small plates cacio e pepe pizza dela terre amazing i still craving it very simple dishes yet extremely tasty will definitely back,Y,Nanay J.,"Oak Forest, IL",01-05-2012,0,5,0,1,0,0,0,0,0,4,0.083333333,23,0,0
D2o24G9l3Z-4OUQ7V15aqQ,WaUTnR8PW1eo02SH3vv94g,IvdOI86_CSCRFpid2atnyA,05-03-2012,4,0,it s worth wait we love small plates pasta not big fan pizza little underdone the wine selection great pricing reasonable a great italian gem taylor street,Y,Jasmine S.,"Chicago, IL",01-04-2012,0,4,0,0,0,0,0,0,0,4,0.166666667,27,0,0.106949912
polsq8JeSOqj-ubcMlOufg,WaUTnR8PW1eo02SH3vv94g,1g52-6WzlhjIOpNAsBjPJg,05-03-2012,5,0,we going sushi x carrying since opened we love double stack yellow jacket white tiger their dumplings good love spicy sauce comes with stephen one managers great always kind us if tried yet must byob,Y,Jasmine S.,"Chicago, IL",01-04-2012,0,4,0,0,0,0,0,0,0,4,0.166666667,35,0.25,0.106949912
VLPpwzcQpKLUbmtaV_mXYw,ZC2hadc9Ur3m6jQ1DupDnw,IvdOI86_CSCRFpid2atnyA,4/14/2012,5,0,have twice times great experience fun place go friends share different items giant focaccia fantastic both times service good helpful wine entree suggestons made i appreciate,Y,Amanda W.,"Chicago, IL",01-04-2012,2,5,0,3,1,1,0,0,0,4,0.083333333,26,0.25,0
b1oaDcnX_vkCl6a07NTEIA,E3LGduKI2kmJA1n9IEJKYg,IvdOI86_CSCRFpid2atnyA,2/27/2012,2,0,very disappointing experience i excited try buzzed restaurant staff attentitive food lot buildup staff menu mediocre flavors execution from moment walked front desk waitstaff just disappointing,Y,Larry D.,"Schaumburg, IL",01-02-2012,0,2,0,1,0,0,0,0,0,4,0.083333333,26,0.5,0
#NAME?,UrOCbctUxlmiBPPmuYZu9g,IvdOI86_CSCRFpid2atnyA,6/23/2011,4,0,food great atmosphere great service needs attentive unless mind bus boys everything music 80 s prom music needs go felt like cougars trying relive happier times,Y,c Gypsy d.,"Chicago, IL",01-06-2011,0,5,0,0,0,0,0,0,0,4,0.083333333,26,0,0
vE_s1Vc8M2HqrtsaTUyVXA,Mc6dfNaBJysEKso_ov6qCw,IvdOI86_CSCRFpid2atnyA,06-04-2011,1,0,food great service worthless miss match need hire professional waitstaff college kids,Y,Andrew l.,"Chicago, IL",01-06-2011,0,1,0,0,0,1,0,0,0,4,0.083333333,12,0.75,0
0yUTdhVZKixs-Px-1Ff5xw,C1sgEKZ4qLZRGMJnEHi0dQ,IvdOI86_CSCRFpid2atnyA,06-02-2011,4,0,sat bar total bill wine 2 100 more casual i expected which good thing food excellent everything anchovies risotto we got lucky got seat bar without wait also nice without doubt would 5 stars best part sitting bar interaction bartender nothing her the bar back great wish got tip,Y,Jame K.,"Chicago, IL",01-08-2008,2,9,0,4,4,4,0,0,0,4,0.083333333,49,0,0.055452565
QgTHg5Ktmli0GIvIawrNfg,HDHm5U1NaBcUagkrnSYZWA,IvdOI86_CSCRFpid2atnyA,5/31/2011,1,0,food good actually received service terrible server forgot 3 appetizers ordered tried put order main course came alerted appetizers missing we went monday may 30 restaurant 20 25 full what must like full non apologetic stuck staff much nicer italian places every else,Y,Kevin B.,"Hoffman Estates, IL",01-05-2011,0,1,0,0,0,0,0,0,0,4,0.083333333,43,0.75,0
OYq9IyL72k5HhV9q75IpYQ,beweQY69K1iRryZXwZrMrw,IvdOI86_CSCRFpid2atnyA,5/29/2011,4,0,we great dinner the food outstanding we could believe saw 7 00 corkage fee 30 00 bottle wine i understand corkage bring wine order menu i eaten restaurants around world usa this first time ever happened me,Y,Bruce B.,"Chicago, IL",01-08-2010,0,3,0,0,0,1,0,0,0,4,0.083333333,37,0,0
x88EOXGPAghZ9PbZpWYiNw,gT21g7EfA4EGW1PHDjuAng,IvdOI86_CSCRFpid2atnyA,4/25/2011,4,0,went weekend soo worth wait the truffle egg toast illegal good same polenta board ridiculous pre arcade fire meal epic evening,Y,Kennedy P.,"Chicago, IL",01-10-2010,2,10,0,1,1,1,0,0,0,4,0.083333333,21,0,0
tsVeW9virSZ92LqK6Guf1A,3VdgnR_l1A2oBwhJV7ShpQ,IvdOI86_CSCRFpid2atnyA,4/22/2011,5,0,menu impeccable the wait long best italian i ve chicago worth it atmosphere really cool looks like wine cellar wine bar it s based enoteca concept basically wine bar come check local regional wines in keeping tradition davanti sells bottles retail prices corkage fee open table decent music selection well anyone discredits menu may appreciation northern italian flavor palette i lived florence italy 3 years know i m talking place gets classic flavor combinations right adding delicious innovative variations which always focused tasting awesome,Y,Dave S.,"Chicago, IL",01-02-2011,0,1,0,1,1,1,0,0,0,4,0.083333333,84,0.25,0
3nzZb7yQzw65CCMhZB07Yg,CJAuO7oR60svPv10p4t-_w,IvdOI86_CSCRFpid2atnyA,3/22/2011,5,0,delicious food amazing vibe rustic cozy location only issue waitress wearing low cut shirt made effort make apparent fact made girlfriend i feel mildly uncomfortable,Y,John G.,"Chicago, IL",01-03-2011,0,4,0,1,1,3,0,0,0,4,0.083333333,25,0.25,0
-8g1mP9cOMqQCtwNHvJ8sA,BAXR4n-dDqJgqzyhDxj4BA,IvdOI86_CSCRFpid2atnyA,1/18/2012,3,0,hi my husband i davanti several times food always good last night good our waiter martha corgial first sat down ordered placed poof like ghost gone always ask bus boy get us far food good except pizza terrible dry remove check we pizza s past good i also ordered mortadella pasta brown butter sage was martha failed mention also balsamic vinegar like sweetness pasta didn t experience past,Y,Mary B.,"Chicago, IL",01-09-2011,0,2,0,0,0,0,0,0,0,4,0.083333333,68,0.25,0
O4S1N1cw1a3MeRa2sQmGog,hSQ-1bVoF_mcZqW7lLYYmg,IvdOI86_CSCRFpid2atnyA,01-11-2012,5,0,this great place try prositto appetizers cheeseburger one best i ever had atmosphere great seeming like great neighborhood place dinner,Y,Kevin C.,"Crystal Lake, IL",01-01-2012,0,1,0,0,0,0,0,0,0,4,0.083333333,20,0.25,0
z5BMi-1-hHnJU4WaeXTDjA,6GJx5oXgbSkjcqj-RAhefw,IvdOI86_CSCRFpid2atnyA,01-05-2012,2,0,the food decent best portions relative price place some cheaper items nicer portion better tasting items expensive small portions tapas style food food extremly slow coming went lunch weekday busy i imagine service like gets busy the place avergage best,Y,Jim S.,"Cary, IL",01-02-2010,0,6,0,0,0,0,0,0,0,4,0.083333333,40,0.5,0
GpLiSqadHZ4bozHTHeJJew,4HqBUOTaODgA0lBhuE8tMw,IvdOI86_CSCRFpid2atnyA,8/16/2011,5,0,great service outstanding food ricotta honeycomb must,Y,R E.,"Chicago, IL",01-10-2010,0,11,0,1,1,1,0,0,0,4,0.083333333,7,0.25,0
AWKfQ6HC-Ng9eReplx-Zsg,i29AF51RMZPYDrOxdOhxtg,IvdOI86_CSCRFpid2atnyA,08-09-2011,5,0,6 words truffle egg toast to die for i twice can t wait go again it s memorable dish brings back i dreams truffle egg toast i love going eat the truth many places try chicago it s nice go places know food service overall ambiance you taste love passion food it s amazing and dying try sea urchin pasta the last time i went out you must go once do planning return not kidding,Y,Steph S.,"Chicago, IL",01-07-2010,1,6,0,1,0,0,0,0,0,4,0.083333333,75,0.25,0
bvvuq1-qs12zGdyho0f1zA,XYzqT1HE_7_ij8tVapCT8w,IvdOI86_CSCRFpid2atnyA,7/22/2011,5,0,this place soo delicious it s one favorite places now one really good friends mentioned place couple months back we finally chance try last month i cannot believe waited long come here between two people plus cocktails tip less 100 dollars we eat lot though small people probably ate enough 2 adults 1 child we ordered formaggi salumi tray three meats one cheese came delicious strawberry marmalade bread my friend like marmalade thoroughly enjoyed homemade one we went truffle egg toast fantastic you absolutely must order come here the bread delicious warm slightly toasted egg perfect runny delicious we also got risotto carbonara incredibly rich quail egg it mediocre compared rest dishes i could taste find panecatta risotto last got octopus aka polpo con rafano good the outside octopus seared slightly crispy chewy tender we also ordered anchovies downside order forgotten we informed waitress asked would like declined opting skip get desert somewhere else instead we ended going publican oysters beer instead fail we also two cocktails waiting table which skipped wine dinner we waited hour busy saturday night around 7 30 instead walking around outside they offered call us alert us table changed minds sat bar drink the drinks mind blowing amazing enough distract us waited overall i loved it the decor spacious inviting staff hipster earth,Y,Stephanie B.,"Schaumburg, IL",01-07-2011,25,3,0,0,0,0,0,0,0,4,0.083333333,218,0.25,0
GlsayaJIPiEEaVOQTxz0aA,cu6x5YN1XpdWnVt-drZUFQ,IvdOI86_CSCRFpid2atnyA,07-12-2011,5,0,excellent food wine deserts our dining experience great i wish took reservations,Y,Marjorie MARGIEPOU P.,"Chicago, IL",01-02-2008,0,21,0,2,2,1,0,0,0,4,0.083333333,12,0.25,0
krFlE_UrI0MLH0D0GxJvAg,KiUodmV1LBvz4XfdtTZP7w,IvdOI86_CSCRFpid2atnyA,6/27/2011,4,0,i new neighborhood pointed coworker direction nearby breakfast spot taylor sunday brunch the place small absolutely packed girlfriend i wandered street towards another breakfast restaurant passed davanti the doors windows open music playing 10am sunday i heard relatively new italian restaurant we popped heads check out for next 3 hours ate drank faces off soft scrambled eggs fresh black pepper pecorino this breakfast calzone big head some cheesy bread egg dish truffle oil the bloody marys good the mimosas delicious we came expectations left extremely full satisfied i pleasantly surprised for italian restaurant boxed two well known breakfast spots i impressed well held own i back since go back future,Y,Daniel B.,"Chicago, IL",01-06-2011,3,2,0,0,0,1,1,0,0,4,0.083333333,110,0,0
Y7Kw5b5w8VKyV0G_Jmoo_A,8U_PIl7fXK7VsXAEN83oEw,IvdOI86_CSCRFpid2atnyA,02-01-2011,5,0,we went dinner got early 5 30 saturday already larger parties wait wife i able get seated immediately the food fantastic the dishes small order go we started ricotta honey spread bread incredible we thought special evening ox tail dates polenta amazing the ravioli good one gigantic ravioli blow us away like dishes the cheese meat tray good could done it i say stick specials pick one amazing spreads bread the price incredible thing made bill higher bottle wine with cork fee,Y,Aaron L.,"Westmont, IL",01-02-2011,0,2,0,3,3,3,0,0,0,4,0.083333333,82,0.25,0
uulqe7XDJ-ixXnRg75Q4Jg,bm66hIoPeOglM4efQ8Pwyg,IvdOI86_CSCRFpid2atnyA,1/31/2011,5,0,i say i never written review restaurant life but one deserves fabulous review i cannot say enough davanti s my concern almost good true i hope never change concept delicious food fabulous prices goes wine too it treat go restaurant eat drink break bank leave amazing experience it s reason go eat i want wowed davanti s restored faith dining out we large ravioli i stopped talking it it something i would never ordered i like eggs i tell divine it recommended us recommendation was i wait order again we also ordered pizza fantastic larger described server we ordered rigatoni sausage this least favorite dish i feel bad saying least favorite allude good because everything ate delicious there many dished left longer impression lastly ordered burger heaven if love burgers take either way remember burger absolutely melt mouth goodwe arrived around 6 15 sunday night seated right away probably due playoff game bears ordered 2 bottles wine a nice bottle wine 77and restaurants well 100 reserve bottle 15 this plenty food 3 people our bill 150 well worth every penny we normally order nice bottles wine normally special occasion prices reasonable excited splurge if chance get davanti s regret it i cannot wait go back i i hope everything i remember thanks,Y,Ginger j.,"Chattanooga, TN",01-01-2011,0,1,0,3,2,3,0,0,0,4,0.083333333,212,0.25,0
nfyalFyu_TkOyOfEFLwGyQ,ok4Uz4KNakFMO8jCBxxdUA,IvdOI86_CSCRFpid2atnyA,01-11-2011,5,0,great new place taylor inexpensive good wine pizza amazing if like authentic italian pizza the sea urchin pasta fantastic the atmosphere young loud energetic older folks scene might better francescas across street,Y,Paul M.,"Chicago, IL",01-07-2009,3,2,0,3,0,0,0,2,0,4,0.083333333,32,0.25,0
X8t3-oTru6gm6jccF6iOfQ,tr5HrFs1UGMZ00VlFiaLhg,IvdOI86_CSCRFpid2atnyA,12/27/2010,5,0,amazing,Y,y. designfly k.,"Chicago, IL",01-12-2010,0,3,1,0,0,0,0,0,0,4,0.083333333,1,0.25,0
#NAME?,xqXK6coydsnW9tXYsp0ePw,IvdOI86_CSCRFpid2atnyA,12/20/2010,4,0,this place really good favorite worth going back to,Y,Paul H.,"Chicago, IL",01-12-2010,0,2,0,0,0,0,0,0,0,4,0.083333333,9,0,0
uTtorMudBgt8JyrBp6YBuw,ab-w1vMu5kzTJih0S1IHmA,IvdOI86_CSCRFpid2atnyA,11/27/2010,5,0,omg hands best italian food ever i least 5 times already going back more the staff friendly atmosphere lovely the food amazing the ravioli definitely best thing i ever tasted the corn salad excellent well the pepper spaghetti cooked perfection pumpkin gelato great finisher i recommended place everyone i know,Y,K Red M.,"Chicago, IL",01-11-2010,0,4,0,0,0,0,0,0,0,4,0.083333333,50,0.25,0
ErAyamzuVZyqidvGr_7MBQ,V71z_QNzlrCw5NrASbWKmg,IvdOI86_CSCRFpid2atnyA,11/24/2010,5,0,love love love davanti the food absolutely unbelievable wine selection and prices fantastic i highly recommend ragu polenta board uovo raviolo incredible life changing amazing swordfish pollo sole mio pork belly,Y,Allison R.,"Chicago, IL",01-10-2010,0,4,0,0,0,0,0,0,0,4,0.083333333,31,0.25,0
RPRgY_K8xnfLhjKwZy75yA,csEIxGSQ9nAgb665gMllpA,IvdOI86_CSCRFpid2atnyA,11/23/2010,5,0,my husband i went date night figured would try newresturaunt taylor street since love spening time there the wait 30 minutes taking reservations the food fantastic chef prepared meals great every portion die for feeling beyond filled left great music food drinks prices,Y,Tina B.,"Chicago, IL",01-11-2010,0,1,0,2,2,2,0,0,0,4,0.083333333,43,0.25,0
KYbqLZ5Ajoks_OyqCX0pEg,_ZaJrU9Wx1DH1h8udXnbVQ,IvdOI86_CSCRFpid2atnyA,11/18/2010,5,0,if loved purple pig youll looove this idea new twist good food truly recommend going dinner i lived pizzas risoto yumm see lucas bar cofee patron cocktails sooo good,Y,george m.,"Chicago, IL",01-11-2010,0,7,1,1,1,1,0,0,0,4,0.083333333,29,0.25,0
J2JALsuYGw0hPDx1N7gp4A,hYPDY5acgRMjOZhgK4tPMg,IvdOI86_CSCRFpid2atnyA,11/15/2010,4,0,my kids always like ravioli truffle toast my youngest daughter loves ricota pasta sauce almost good sauce i used eat restaurant los gatos california 10 12 years ago still best i ever had everytime swordfish delicious my wife smiles thinks ways get make time dine davanti s whenever chicago area considering quality prices reasonable get little loud tend eat early try uovo raviolo an domenico you want one colin,Y,Colin Go Bears P.,"Sunnyvale, CA",01-11-2010,0,15,0,3,3,3,0,0,0,4,0.083333333,69,0,0
QPFvi_i0SSV1q_urUou-KQ,dQGZN9lQ_i5gWTcvFiGA6A,IvdOI86_CSCRFpid2atnyA,11-07-2010,4,0,love love love roasted corn salad torta bacio chocolate desert the reason 4 star rating instead 5 chefs refrain making substitutions little bit odd price point,Y,G G.,"Chicago, IL",01-05-2010,0,1,0,0,0,0,0,0,0,4,0.083333333,26,0,0
uSAuPTQnvQRcqe-PlP_k2A,15OL7gNx5Jbm5zE9ewoaoQ,IvdOI86_CSCRFpid2atnyA,10/28/2010,5,0,i love everything restaurant it small loud busy extremely friendly the food die for the cheese selection amazing absolutely cannot leave without trying truffle cheese you tempted order again we came wine great food reviews extremely satisfied perfection entire restaurant great families dinner dates alike we back many many times,Y,Lily C.,"Chicago, IL",01-10-2010,0,14,0,4,0,0,0,0,0,4,0.166666667,50,0.25,0.181386109
SWYVLDf1apDerc_qKTWxqg,15OL7gNx5Jbm5zE9ewoaoQ,8d_DiHWB-pjBVW3a7D8EWg,10/28/2010,5,0,my boyfriend took night absolutely everything restaurant perfect moment walking in we bit nervous much hyped fellow yelpers friends family perfect evening food cocktails sake service everything absolutely spot other reviewers kidding say gets loud there i think really adds ambiance entire place will definitely back many many times,Y,Lily C.,"Chicago, IL",01-10-2010,0,14,0,4,0,0,0,0,0,4,0.166666667,49,0.25,0.181386109
T2FbobrXHAB3eso9KqKtxQ,oese7vcJE1c9p0LNAgYOpA,IvdOI86_CSCRFpid2atnyA,10/23/2010,2,0,this place ok dinner before otherwise pay nose still wonder i eaten anything quite pricey,Y,Robert G.,"Chicago, IL",01-01-2010,0,2,0,3,0,2,0,0,0,4,0.083333333,15,0.5,0
YBuCkJ1zYSCmjIfh_B9UVg,E8sXfsysF9XyTS374x2y8w,IvdOI86_CSCRFpid2atnyA,10/18/2010,4,0,came last night bf must say davanti certainly lives positive reviews posted here the wait sunday night 6 15 15 minutes we shared pork belly pizza big ravioli penne sausage all delicious can t say could go wrong anything menu the quartino pretty good deal wine giving glass half 7 10 bucks they also sophie tap bf liked the best part evening free dessert compliments owner can t wait come back try polenta special,Y,Lauren O.,"Chicago, IL",01-10-2007,0,22,0,8,5,2,0,0,0,4,0.083333333,74,0,0.076016712
LaNVf1-bAWM3q8ICjNg42Q,XciUxhcX2NSlQsdgRBRf7g,IvdOI86_CSCRFpid2atnyA,10-02-2010,1,0,worst service i long time better service taco bell davanti enoteca place makes great traditional food too complicated messes up our snooty waitress busy cleaning wine glasses bother service she took lemonade return refill check what mess place is the food bad bad do pay people give place 5 stars will never return horrible food worse service my review one word yuck,Y,karen c.,"Chicago, IL",01-08-2009,0,1,0,2,0,0,0,0,0,4,0.083333333,62,0.75,0
rCM4hTGQgIIaQtVzZCme_w,2DsN8C9c3Klnor9byvOPww,IvdOI86_CSCRFpid2atnyA,9/27/2010,5,0,we pleasure dining last saturday night fantastic time the food delicious we many things none us decide favorite i leaning toward calimari mushroom pizza selections cheeses actually cantaloupe vodka what really put top though server erik he led us choices might made fabulous it s great someone opinion really knows food especially new place we can t wait next trip,Y,kitty c.,"Westchester, IL",01-05-2009,0,3,0,1,1,0,0,0,0,4,0.083333333,60,0.25,0
9oouC-X1Gii_Dl4nYnKtRQ,w8voyoYyqMHhu12ADGocCA,IvdOI86_CSCRFpid2atnyA,9/16/2010,5,0,after long wait next best restaurant little italy open finally did the tired la vita restaurant transformed comfortable rustic cozy eatery davanti enoteca the energy high staff eager please chef making hit creations being party four able array italian fare we started 2 1 3 liters house selections a white red perused wall wines set retail prices a novel idea sure catch attention many picking wine great price nominal corkage fee what time money saver consumer now food mmmmmm we assorted cheese platter good similar taste other i believe waiter trying make recommendations although needed choose bit discriminately variety next time the appetizers great share 1st polenta ragu pork it the polenta bit runny oozed plate flavors ragu delicious bit salty we mushroom cheese truffle oil pizza everyday pizza much savory decadent the chef sent specialty ravioli stuffed spinach cheese made egg inside seeped cooked that amazing our entrees spagetti cracked pepper linguine sea urchin crab sirloin cooked medium all food prepared perfection fusion flavors pleasing palate having enough managed order dessert eat too a cannoli sundae missed i thought would complicated pudding maybe staff make light airy beautiful sweetness i bringing 8 people next week new favorite neighborhood place oh yes that s best part it s my neighborhood,Y,Rita R.,"Chicago, IL",01-10-2008,0,2,0,3,3,1,0,0,0,4,0.083333333,210,0.25,0
Rxo7Q9DXyjScc_RlXEab6Q,ojHKgf3WILuWSmPksUdrlw,IvdOI86_CSCRFpid2atnyA,6/25/2012,5,0,one reviewer already called italian tapas portions small still need order least three crispy pork belly worth driving way delaware two thin long pieces pork fat crispy outside tender inside truffle egg toast whole egg almost poached piece bread didn t really taste truffle still good our waiter nice there high top tables one side regular tables side,Y,Maria M.,"Bear, DE",01-06-2012,0,4,0,1,0,0,0,0,0,4,0.083333333,58,0.25,0
qJXyBTcJ3D_cJqg6UULYWw,rPg3F-ImtHxJwpf0Rm4HGQ,IvdOI86_CSCRFpid2atnyA,03-06-2012,3,0,tasty food nice ambience decorit happened sweetest waitress ever while quiet spoken paid attention us neighboring tables all three pastas cacio e pepe paccheri con salsiccia e pomodori al forno marrow ravioli special cooked perfectly al dente like rachel ray says small sizes somehow suppose shared we 9 30 pm nice evening,Y,Carol Happy H.,"Chicago, IL",01-03-2012,34,11,0,54,48,23,14,0,2,4,0.083333333,52,0.25,0
kKnrI0dQ1Gg2P6zviRvnHQ,Y4yM7UIfISfm7IierQ1Ieg,IvdOI86_CSCRFpid2atnyA,11/17/2010,4,0,tonight second time i davanti enoteca means front wine bar i loved again i went one girlfriend ordered ragu polenta appetizer focaccia bread squash bean salad split dessert the carrot cake jar it delicious different we planned ordering swordfish also plenty food things i loved it our server great pointed things likes menu he also server first time i went awesome too we ordered something told us skip great appreciate honesty good tips order loved music playing great blend beatles elton john mellow favoritesdon t love the fact wine appears really reasonably priced add 7 corking fee let s call spade spade tell us total price front i ll still get bottle wine i think take reservations gets pretty busy even random wednesday night space bar wait crowded overall nice place fun atmosphere excellent food cute stretch taylor street check out,Y,Jenny W.,"Chicago, IL",01-11-2010,12,1,0,4,4,4,0,0,0,4,0.083333333,141,0,0
z51kDbppV-MswcVffr1jwQ,0nkGUTbWUtkk41YTHwdznw,IvdOI86_CSCRFpid2atnyA,11-05-2010,4,0,2nd time davanti enoteca took husband back i liked wine prices tasty italian eats in book one way restaurant get 5 stars consider music choices while i fan crazy train ozzy osbourne barracuda heart dilute dining experience lovely italian find taylor please change tunes,Y,Sheri C.,"San Diego, CA",01-03-2009,0,5,0,2,1,0,0,0,0,4,0.083333333,44,0,0
ox8Un9QkTDGrGRUch4IxFQ,EL5EkvOMfmeRXStLqFh9UA,IvdOI86_CSCRFpid2atnyA,10/30/2010,5,0,we dined least 3 times already time i try something new get blown away the truffle egg toast ravioli delicious the cacio e pepe pasta rigatoni must order things share i love daily specials last monday got burger beer 9 also im oldie goody remember sole mio well they dedicated chicken dish restaurant perfect best chicken ever last night chef brought 24 hour risotto unbelievable delicious never anything like chicago the room really warm friendly nice crowd evening great action people watching every one super friendly by time walk door hostess wait staff i rough day work made go away you go check wines shelf grab one wall and get retail plus 7 corkage best deal around i keep going back recommend friends a try good try again,Y,dana c.,"Chicago, IL",01-10-2010,0,1,0,0,0,0,0,0,0,4,0.083333333,128,0.25,0
150IeZPmjuY89IXEDHVcOA,yGMIH5j54sJtjC-xXScwww,yBRaSkuYwFhYEoucDyD0lA,7/14/2012,1,0,waitress took order apparently went shift never saw again food came stages once forgot bring rice ordered we requested chicken dish prepared mild it came late too spicy eat when i asked prepared i told prepared extra hot then told no prepare mild after checking kitchen apology offer beer house the couple next table also complained something screwed order the dishes nothing special maybe night looks like place resting laurels won t back,Y,Rick W.,"Rochester, MN",01-07-2012,0,4,0,0,0,0,0,0,0,4,0.166666667,73,0.75,0.029237476
